Rank;Tier;Username;Join Date;Gold Medals;Silver Medals;Bronze Medals;Points
1132;expert;Mohammad Imran Shaikh;2020;0;3;10;74
1133;expert;Abhishek Prajapat;2020;0;3;7;74
1134;expert;MEHMET KELEÞ;2020;0;0;14;74
1135;expert;Muhammad Ammar Jamshed;2020;0;0;6;74
1136;expert;Saurav Joshi;2020;0;4;4;74
1137;expert;Jasthi Naveen;2021;0;0;6;74
1138;expert;HeisenbergOP;2021;0;0;10;74
1139;expert;Sahar Garmsiri;2021;0;1;4;74
1140;expert;Eevee;2019;1;1;6;73
1141;expert;Bruno Gorresen Mello;2019;1;1;3;73
1142;expert;Hayato Iida;2019;2;1;5;73
1143;expert;Ioannis M;2019;0;3;9;73
1144;expert;Zeynel;2019;0;3;3;73
1145;expert;Neelima Jauhari;2019;0;5;6;73
1146;expert;Mahesh Chavan;2019;0;0;8;73
1147;expert;Pulkit;2020;0;0;11;73
1148;expert;houcem benmansour;2020;0;2;3;73
1149;expert;Aayush Sharma;2020;0;0;10;73
1150;expert;Serhanayberkkilic;2021;0;0;7;73
1151;expert;Rajwinder2000;2021;0;1;6;73
1152;expert;Jeff Delaney;2016;4;2;3;72
1153;expert;Hitesh palamada;2016;1;4;11;72
1154;expert;Tanrei(nama);2018;2;2;11;72
1155;expert;Tim Yee;2018;0;2;7;72
1156;expert;Parth Chokhra;2018;0;2;13;72
1157;expert;higepon;2019;0;2;5;72
1158;expert;Siddharth Tyagi;2020;0;1;6;72
1159;expert;Saurav Maheshkar ??;2020;0;0;11;72
1160;expert;Ashwin K Raghu;2020;0;3;3;72
1161;expert;Liza Konopelko;2020;0;1;6;72
1162;expert;TUSHAR SARKAR;2020;0;1;5;72
1163;expert;Daniele Baldoni;2020;0;2;4;72
1164;expert;sai pavan saketh;2021;0;0;15;72
1165;expert;Sudip Ghosh;2021;0;0;8;72
1166;expert;wine-planetary;2021;1;2;2;72
1167;expert;Ayush Ghadiya;2021;0;1;6;72
1168;expert;Divya Saini;2021;0;0;8;72
1169;expert;Thanish Batcha;2015;0;3;2;71
1170;expert;nikhil behra;2018;1;1;7;71
1171;expert;YoungJin Choi;2018;0;0;8;71
1172;expert;Gulsah Demiryurek;2019;0;4;9;71
1173;expert;ankit maurya;2019;0;0;13;71
1174;expert;Michal Brezak;2020;0;3;8;71
1175;expert;Darshan Jain;2020;0;5;6;71
1176;expert;Raj Gandhi;2020;0;2;5;71
1177;expert;Harsh Kothari21;2020;1;4;1;71
1178;expert;IshaDS;2021;0;1;10;71
1179;expert;ammaraahmad;2021;0;0;11;71
1180;expert;_whitecat_22;2021;0;1;8;71
1181;expert;Mohsen Zanganeh;2021;0;0;9;71
1182;expert;Rahul Agarwal;2013;1;3;13;70
1183;expert;Tomonori Masui;2016;1;3;2;70
1184;expert;SolverWorld;2016;1;2;5;70
1185;expert;ArjanGroen;2016;1;2;3;70
1186;expert;Niyamat Ullah;2017;1;4;8;70
1187;expert;Satyam Prasad Tiwari;2019;0;2;6;70
1188;expert;Derya Tanyýldýz;2019;0;1;17;70
1189;expert;shyambhu Mukherjee;2019;0;1;11;70
1190;expert;shoku-pan;2020;0;1;9;70
1191;expert;Rawaa Elghali;2020;0;1;8;70
1192;expert;Artem Prikhodko;2021;0;2;6;70
1193;expert;Ilya Pozdnyakov;2021;0;3;4;70
1194;expert;Prabin Raj;2021;0;2;5;70
1195;expert;HRITHIK PURWAR;2021;0;1;5;70
1196;expert;Sener Alkan;2021;0;0;7;70
1197;expert;Manoj Prabhakar;2016;1;3;6;69
1198;expert;alijs;2017;1;6;4;69
1199;expert;Marian Svatko;2018;0;0;11;69
1200;expert;Shivanand;2019;1;1;5;69
1201;expert;Jude TCHAYE;2020;1;0;8;69
1202;expert;Tom 99763;2020;0;0;7;69
1203;expert;Aadhav Vignesh;2020;1;0;7;69
1204;expert;sayak;2020;1;4;1;69
1205;expert;Farhan Hai Khan;2020;0;0;7;69
1206;expert;Megha Goriya;2021;0;1;6;69
1207;expert;Farid Taghiyev;2021;0;0;7;69
1208;expert;Naser Al-qaydeh;2021;0;0;8;69
1209;expert;sandy1112;2016;1;2;6;68
1210;expert;SEOL;2016;0;0;5;68
1211;expert;Jeff Hale;2018;2;3;2;68
1212;expert;Simon Crase;2018;0;1;6;68
1213;expert;Shivam Ralli;2018;1;1;5;68
1214;expert;sakami;2019;3;2;1;68
1215;expert;Kirill;2019;0;2;6;68
1216;expert;Manish Kumar;2019;2;0;5;68
1217;expert;Robert Sizemore;2019;0;1;8;68
1218;expert;Manav Dhamani;2020;0;2;7;68
1219;expert;arutema47;2020;0;4;2;68
1220;expert;Sparsh Gupta;2020;0;1;6;68
1221;expert;S P Rakshith;2020;0;3;2;68
1222;expert;Mohammad Rahim Khan;2020;0;3;3;68
1223;expert;Sagar Jiyani;2020;1;0;6;68
1224;expert;Chiticariu Cristian;2020;0;2;6;68
1225;expert;Harshit Tyagi;2020;0;5;2;68
1226;expert;Gaurav Ramse;2021;0;1;7;68
1227;expert;Kerem Turgutlu;2016;0;2;14;67
1228;expert;GarethJones;2016;2;2;5;67
1229;expert;reddy_nt;2016;0;0;7;67
1230;expert;Cooldude1;2018;0;2;3;67
1231;expert;KraLMachine;2018;3;2;4;67
1232;expert;jameschapman19;2018;1;2;5;67
1233;expert;Alex Lekov;2019;1;2;5;67
1234;expert;Robert Stockton;2020;2;1;2;67
1235;expert;Abhishek;2020;0;2;9;67
1236;expert;Lokesh Rathi;2020;0;0;12;67
1237;expert;Ahmet Can Karaoðlan;2020;0;2;7;67
1238;expert;Akio Onodera;2020;0;2;5;67
1239;expert;Sidharth Kumar Mohanty;2021;0;1;8;67
1240;expert;Maryam sharifi;2021;0;1;8;67
1241;expert;Rajeev Nair;2021;0;1;4;67
1242;expert;Yann Claudel;2017;1;1;5;66
1243;expert;Anton Bazdyrev;2018;2;2;4;66
1244;expert;Dandelion;2018;1;2;2;66
1245;expert;JamsilKaggle;2019;0;5;0;66
1246;expert;OmarVivas;2019;0;0;10;66
1247;expert;Abdulrahman Kamr;2019;0;1;7;66
1248;expert;NZ;2019;2;1;2;66
1249;expert;Ayushi Mishra;2020;0;5;4;66
1250;expert;Meghdad;2020;0;0;8;66
1251;expert;MA Faisal;2020;0;2;4;66
1252;expert;??ng Duy Thanh;2020;0;0;9;66
1253;expert;Vaibhav1257;2020;0;1;6;66
1254;expert;DavidCastillo;2021;0;3;3;66
1255;expert;pythonash;2021;0;1;4;66
1256;expert;Ýlayda Duratnir;2021;0;3;3;66
1257;expert;Dorian VOYDIE;2021;0;0;7;66
1258;expert;Mikaeel Z;2021;0;0;8;66
1259;expert;AvikumarT;2021;0;1;6;66
1260;expert;Pradeep Muniasamy;2017;1;5;6;65
1261;expert;Valentin Biryukov;2018;0;0;9;65
1262;expert;Aditi Kothiya;2018;0;2;8;65
1263;expert;Karan Jakhar;2018;2;1;6;65
1264;expert;Ilu;2019;1;3;8;65
1265;expert;Mohamed Rizwan;2020;0;0;11;65
1266;expert;Ashraf Khan;2020;0;0;10;65
1267;expert;Rémi Perrier;2020;1;0;5;65
1268;expert;Nandalal D;2020;0;0;6;65
1269;expert;Sanchit Vijay;2020;0;2;8;65
1270;expert;Sujan Shirol;2020;0;5;3;65
1271;expert;Igal Bronshtein;2020;0;0;10;65
1272;expert;Souhardya Ganguly;2020;0;4;4;65
1273;expert;Javad Maddah;2020;0;0;10;65
1274;expert;Sanchita Karmakar;2021;1;1;3;65
1275;expert;MEJBAH AHAMMAD;2021;0;0;14;65
1276;expert;Shubhendu Mishra;2021;0;2;4;65
1277;expert;Nitesh Ranjan Singh;2021;0;1;7;65
1278;expert;Tarun Thakur;2021;0;1;7;65
1279;expert;$hardul_7;2021;0;0;8;65
1280;expert;Lake Arrowhead;2021;0;1;4;65
1281;expert;Sumeet Bohra;2021;0;0;6;65
1282;expert;Eu Jin Lok;2011;1;2;6;64
1283;expert;arnab;2015;0;1;7;64
1284;expert;Mauricio Maroto;2017;0;0;6;64
1285;expert;KhanhVD;2019;2;1;6;64
1286;expert;Edward Zhang;2019;0;3;6;64
1287;expert;Sukanthen SS;2019;0;3;6;64
1288;expert;Lourens Walters;2020;0;3;3;64
1289;expert;ManjotSinghDhillon;2020;0;1;9;64
1290;expert;Jeffrey Braun;2020;0;0;17;64
1291;expert;Co-learning Lounge;2021;0;1;8;64
1292;expert;Ramin Haghjou;2012;0;1;5;63
1293;expert;Nilan;2017;2;5;3;63
1294;expert;Matthew Masters;2017;0;3;4;63
1295;expert;Seda Kayademir;2017;0;2;7;63
1296;expert;Kamal;2018;1;1;4;63
1297;expert;Gireesh Sundaram;2018;0;1;7;63
1298;expert;Kurian Benoy;2018;0;2;10;63
1299;expert;Ferhat Metin;2018;0;2;12;63
1300;expert;Blesson Densil;2018;0;4;4;63
1301;expert;Rajesh kumar jha;2019;0;6;3;63
1302;expert;Somang (So) Han;2019;1;1;4;63
1303;expert;Mai Ashraf;2019;0;1;4;63
1304;expert;Dinesh Kumar Talaicha;2020;1;1;8;63
1305;expert;Dmitriy Kravtsov;2020;1;1;7;63
1306;expert;Val Bauman;2020;0;0;10;63
1307;expert;Atul Singh;2020;0;2;5;63
1308;expert;Jaime Becerra Guerrero;2020;0;1;8;63
1309;expert;Zayan Makar;2021;0;1;7;63
1310;expert;kgxiao;2021;0;0;6;63
1311;expert;Harshal Gadhe;2021;0;3;2;63
1312;expert;Joanne Anto;2021;0;2;3;63
1313;expert;Prit Sheta;2021;0;0;8;63
1314;expert;nima jehan;2021;0;0;6;63
1315;expert;Najeeb Ahmed Bhuiyan;2021;0;0;8;63
1316;expert;ONODERA;2015;1;2;8;62
1317;expert;Wojtek Rosinski;2016;1;2;12;62
1318;expert;Chris Solomou;2017;0;2;4;62
1319;expert;Shubham Chaurasia;2018;0;1;5;62
1320;expert;Dwarika Teli;2018;0;4;3;62
1321;expert;Sanyam Bhutani;2018;2;3;7;62
1322;expert;Anil;2018;0;2;4;62
1323;expert;Sandeep Kumar;2019;1;2;4;62
1324;expert;Prajit T R;2020;0;0;6;62
1325;expert;deepak kumar;2020;0;0;10;62
1326;expert;Sudhakor das Subeen;2020;0;2;8;62
1327;expert;Khushi Shahh;2020;0;1;7;62
1328;expert;Hotson Honet;2020;0;1;6;62
1329;expert;Rushikesh Darge;2020;0;1;6;62
1330;expert;spin fit;2020;0;0;5;62
1331;expert;Syed Jafer;2021;0;0;8;62
1332;expert;deepak_915;2021;0;0;6;62
1333;expert;Upinderjeet Singh Kahlon;2021;0;0;9;62
1334;expert;SM Sajideen;2021;0;2;3;62
1335;expert;Reza Nematollahi;2021;0;0;7;62
1336;expert;Ezgi Orhan;2021;0;1;4;62
1337;expert;Bhavya Joshi;2021;0;1;10;62
1338;expert;Jack Jae Hwan Kim;2021;0;0;6;62
1339;expert;Cansin Kutlucan;2021;0;0;5;62
1340;expert;johyunkang;2021;0;0;6;62
1341;expert;Kim Pro;2017;0;0;6;61
1342;expert;903124;2019;0;2;3;61
1343;expert;Dhruv Gangwani;2019;0;3;4;61
1344;expert;Niraj;2020;0;3;6;61
1345;expert;Azzam Radman;2020;0;0;8;61
1346;expert;Sweta Shaw;2020;0;1;7;61
1347;expert;Yoshi_K;2020;0;1;4;61
1348;expert;AshishSingh226;2021;0;0;9;61
1349;expert;Ananta Raj;2021;0;1;8;61
1350;expert;Ashok kumar;2021;0;2;6;61
1351;expert;Elemento;2021;0;0;5;61
1352;expert;TheHaGo;2021;0;0;6;61
1353;expert;Siddhant Tiwari;2021;0;0;6;61
1354;expert;Charlie Craine;2014;0;0;8;60
1355;expert;gopalm-ai;2015;0;0;6;60
1356;expert;Chris Crawford;2016;2;6;14;60
1357;expert;Lorenzo Ampil;2016;2;1;2;60
1358;expert;JohnAkwei;2017;0;0;6;60
1359;expert;Diganto;2018;0;2;4;60
1360;expert;Debadri Dutta;2018;0;8;5;60
1361;expert;Marcelo Kittlein;2018;0;2;5;60
1362;expert;Jonny Lee;2018;2;2;3;60
1363;expert;Alper Temel;2019;0;0;14;60
1364;expert;Steve-Lee;2019;0;1;4;60
1365;expert;Valentine;2019;0;2;12;60
1366;expert;Mojtaba;2019;0;3;2;60
1367;expert;Le Trong Hieu;2019;0;0;10;60
1368;expert;Anubha Singh;2020;0;2;5;60
1369;expert;Bernhard Klinger;2020;0;0;5;60
1370;expert;Manish Sharma;2020;0;1;9;60
1371;expert;Siddhesh kadam;2020;0;0;6;60
1372;expert;__n1kshaN__;2020;0;0;17;60
1373;expert;Dilek Barutcu;2020;0;0;6;60
1374;expert;Flavio Cavalcante;2021;0;0;6;60
1375;expert;csj4032;2021;0;0;6;60
1376;expert;Binu Thomas Philip;2021;0;0;10;60
1377;expert;Vinayak Tiwari;2021;0;0;5;60
1378;expert;Minhajul Hoque;2021;0;0;5;60
1379;expert;OMAR ELGABRY;2016;1;1;7;59
1380;expert;Shubham;2017;0;0;11;59
1381;expert;Laila El Mahmoudi;2019;0;2;5;59
1382;expert;Nakul Singh;2019;0;5;0;59
1383;expert;Ali Zaidi;2019;0;0;9;59
1384;expert;Chris Miles;2019;0;2;8;59
1385;expert;Ayush Yadav;2020;0;0;8;59
1386;expert;Rupesh Deshmukh;2020;0;3;5;59
1387;expert;Tarun;2020;0;0;10;59
1388;expert;Chittal Patel;2020;2;2;1;59
1389;expert;Sohag Ahammed Siyam;2020;0;2;4;59
1390;expert;Muhammet Ikbal Elek;2020;0;5;6;59
1391;expert;Purvansh Singh;2020;0;2;3;59
1392;expert;Yash Khandelwal;2020;0;3;8;59
1393;expert;Gudise Saichand;2021;0;0;6;59
1394;expert;Amartya Nambiar;2021;0;0;8;59
1395;expert;Yasin Naal;2021;0;0;6;59
1396;expert;Michal Ashkenazi;2021;0;2;3;59
1397;expert;Roman Netrebin;2021;0;1;5;59
1398;expert;Parth Sharma;2021;0;0;7;59
1399;expert;Sergej Nuss;2021;0;0;8;59
1400;expert;Devolnyx;2021;0;1;4;59
1401;expert;Sole;2015;0;1;6;58
1402;master;Vladimir Demidov;2017;4;6;3;58
1403;expert;daisukelab;2017;2;3;5;58
1404;expert;SDSTony;2018;0;2;3;58
1405;expert;noidea;2018;0;1;4;58
1406;expert;Anmol Kumar;2018;0;3;8;58
1407;expert;Ghaiyur;2018;0;2;4;58
1408;expert;Melih Akdag;2019;0;1;13;58
1409;expert;hiromasat;2019;1;0;4;58
1410;expert;Prateek;2019;0;2;7;58
1411;expert;Ahmed Ewida;2019;0;1;7;58
1412;expert;Seanny;2019;0;1;8;58
1413;expert;Debjyoti Banerjee;2019;0;0;13;58
1414;expert;dasmehdixtr;2020;0;0;9;58
1415;expert;Benlei Cui;2020;1;3;1;58
1416;expert;Marco Carujo;2020;0;0;13;58
1417;expert;J?drzej Dudzicz;2020;0;2;3;58
1418;expert;Trinadh Singaladevi;2020;0;1;10;58
1419;expert;Ayþe Nur Türkaslan;2020;0;0;8;58
1420;expert;Jagadish Sivakumar;2020;0;2;8;58
1421;expert;Abhijit Singh;2020;0;0;9;58
1422;expert;lqdisme;2021;0;0;5;58
1423;expert;Arman Akbari;2021;0;1;4;58
1424;expert;Parvathi Cg;2021;0;0;6;58
1425;expert;Oleg Panichev;2014;2;5;11;57
1426;expert;Gabriel Moreira;2015;2;0;3;57
1427;expert;Data Liftoff;2017;2;1;6;57
1428;expert;Pawan Jain;2018;0;4;5;57
1429;expert;Narges Sedrehneshin;2019;0;3;2;57
1430;expert;Lucas See;2019;0;0;6;57
1431;expert;Antonello Martiello;2020;0;0;8;57
1432;expert;Ahmed Ashraf Khalil;2020;1;0;5;57
1433;expert;Amrita Chatterjee;2020;0;4;3;57
1434;expert;Ayushi Sharma;2020;0;0;8;57
1435;expert;Arhit Bose Tagore;2021;0;0;7;57
1436;expert;k589k589;2021;0;0;6;57
1437;expert;Bhavya Malik;2021;0;0;5;57
1438;expert;Ahmed Elsayed;2021;0;1;4;57
1439;expert;Aninda Goswamy;2014;0;0;9;56
1440;expert;James McNeill;2015;0;0;7;56
1441;expert;Miguel Pinto;2018;2;1;4;56
1442;expert;Ainaz Jamshidi;2019;0;0;8;56
1443;expert;Alexandre Sauvé;2019;3;1;2;56
1444;expert;Prageeth Anjula;2019;0;3;7;56
1445;expert;Shaimaa Othman;2019;0;0;7;56
1446;expert;Salman Chen;2019;0;0;12;56
1447;expert;Erkan Hatipoðlu;2020;0;2;6;56
1448;expert;Shivam Burnwal;2020;0;3;3;56
1449;expert;Sean Hong;2020;0;3;4;56
1450;expert;Anoop Kumar;2020;0;1;5;56
1451;expert;Abhranta Panigrahi;2021;0;1;5;56
1452;expert;Vrajesh Babu;2021;0;0;7;56
1453;expert;Ruchi Bhadauria;2021;0;0;7;56
1454;expert;mao-stack;2021;0;1;6;56
1455;expert;Balamurugan1603;2021;0;0;5;56
1456;expert;Chiru12;2021;0;1;4;56
1457;expert;Alampal Singh;2021;0;2;4;56
1458;expert;ANANTH R;2021;0;0;6;56
1459;expert;Yash Gupta;2021;0;1;4;56
1460;expert;Saumil agrawal;2021;0;0;7;56
1461;expert;sebnemgurek;2021;0;0;6;56
1462;expert;Masrur Ahmed;2017;0;0;6;55
1463;expert;Bowaka;2017;0;2;6;55
1464;expert;Chloevan;2018;0;1;5;55
1465;expert;Raoul;2018;2;2;3;55
1466;expert;Sani Kamal;2018;0;1;10;55
1467;expert;Casper Wilstrup;2018;0;0;8;55
1468;expert;Nitesh Chaudhry;2019;1;3;2;55
1469;expert;Nikit Periwal;2019;0;1;6;55
1470;expert;Ayushi Kaushik;2020;0;1;9;55
1471;expert;DiegoJohnson;2020;1;3;3;55
1472;expert;Elvin Aghammadzada;2020;0;0;9;55
1473;expert;Vaibhav Kumar;2020;0;2;9;55
1474;expert;Paulo Breviglieri;2020;1;1;3;55
1475;expert;Shubam Sumbria;2020;0;0;8;55
1476;expert;Gaétan Dubuc;2020;0;1;5;55
1477;expert;Prabhat Gupta;2021;0;1;4;55
1478;expert;Bright Ezeoha;2021;0;0;6;55
1479;expert;Raveh Gill-More;2021;0;1;4;55
1480;expert;Bala Vashan;2021;0;0;7;55
1481;expert;Mohammad Shafiee;2021;0;0;7;55
1482;expert;Didem Erkan;2021;0;0;5;55
1483;expert;?????? ?????????? KazAnova;2013;1;0;7;54
1484;expert;toshi_k;2014;2;1;5;54
1485;expert;Shams Sultan;2017;0;0;9;54
1486;expert;Alexander Scarlat MD;2017;0;0;12;54
1487;expert;DHoa;2018;0;1;4;54
1488;expert;plasticgrammer;2018;2;2;5;54
1489;expert;Muhammad Suleman Tunio;2018;0;0;7;54
1490;expert;??????????????????;2018;1;4;3;54
1491;expert;Duygu;2018;0;4;2;54
1492;expert;U.takahiro;2018;1;0;5;54
1493;expert;Jose Guzman;2019;0;1;6;54
1494;expert;Tanmay Deshpande;2019;0;2;4;54
1495;expert;Navin Mundhra;2019;1;2;5;54
1496;expert;Harsh Walia;2020;0;0;6;54
1497;expert;Karim Negm;2020;0;1;7;54
1498;expert;Bibhabasu Mohapatra;2020;0;0;8;54
1499;expert;Luong Duong Minh;2021;0;1;4;54
1500;expert;Manasi Chhibber;2021;0;1;9;54
1501;expert;Signour Melo;2021;0;1;4;54
1502;expert;Ashish Kumar;2021;0;1;5;54
1503;expert;Vijay V Venkitesh;2021;0;0;7;54
1504;expert;sneha k b;2021;0;0;5;54
1505;expert;Tasneem Abdul Rahim;2021;0;0;11;54
1506;expert;Saruhan Gungor;2021;0;1;5;54
1507;expert;bse;2021;0;1;5;54
1508;expert;SandeepN;2021;0;0;5;54
1509;expert;Gaurang Thakur;2021;0;0;7;54
1510;expert;oddasparagus11;2021;0;0;6;54
1511;expert;Farzad Sorouri;2021;0;0;6;54
1512;expert;Gokagglers;2014;0;0;8;53
1513;expert;Juan Smith Perera;2015;0;0;7;53
1514;expert;Maxwell;2016;2;3;3;53
1515;expert;Liao;2018;2;1;8;53
1516;expert;Hung The Nguyen;2018;2;2;6;53
1517;expert;Aman Kumar;2019;0;1;10;53
1518;expert;Görkem Günay;2019;0;4;2;53
1519;expert;Simone Giuri;2019;0;0;8;53
1520;expert;Cankat Saraç;2019;0;0;5;53
1521;expert;Anirudh Singh Chauhan;2019;0;1;7;53
1522;expert;Taher Haggui;2020;0;2;3;53
1523;expert;Atharva Ingle;2020;0;1;6;53
1524;expert;Travis T.;2020;0;1;5;53
1525;expert;Vinay Shaw;2020;0;4;4;53
1526;expert;Mohamed Nabil;2020;0;1;6;53
1527;expert;Alankrita Mishra;2020;0;4;1;53
1528;expert;Karad_1818;2020;0;0;6;53
1529;expert;Dongkyu Kim;2020;0;1;4;53
1530;expert;Sayantan Sadhu;2020;0;0;9;53
1531;expert;miracl16;2021;0;3;2;53
1532;expert;Vikas Sharma;2021;0;0;7;53
1533;expert;Dnyaneshwari Chaudhari;2021;0;2;3;53
1534;expert;Yazan Majzoub;2021;0;0;6;53
1535;expert;Matt Motoki;2015;1;5;5;52
1536;expert;Minesh A. Jethva;2015;0;0;7;52
1537;expert;Kraggle;2017;0;0;6;52
1538;expert;Eric Bouteillon;2018;1;3;2;52
1539;expert;AbhinavJhanwar;2018;0;0;8;52
1540;expert;Felipe Bivort Haiek;2018;0;2;5;52
1541;expert;Grecnik;2018;0;3;14;52
1542;expert;Heitor Rapela Medeiros;2018;0;0;10;52
1543;expert;TaeJin Kim;2018;1;2;2;52
1544;expert;Abhijith Chandra Das;2019;0;1;11;52
1545;expert;Aditya Baurai;2019;0;2;9;52
1546;expert;Santhoshkumar;2019;0;0;5;52
1547;expert;Arnab Dey;2019;0;0;6;52
1548;expert;Tarun Tiwari;2020;0;0;6;52
1549;expert;TheBigTicket;2020;0;2;4;52
1550;expert;That_Bag;2020;0;0;7;52
1551;expert;leo;2020;0;1;4;52
1552;expert;Rahul V V;2020;0;2;6;52
1553;expert;amir konjkav;2020;0;0;5;52
1554;expert;Alif Rahman;2020;0;2;6;52
1555;expert;Anany Sharma;2020;0;1;9;52
1556;expert;Kumuda d k;2020;0;1;4;52
1557;expert;BARKHA VERMA;2020;0;2;8;52
1558;expert;Fahíl Farkhshatov;2020;1;0;4;52
1559;expert;SeongWon_R;2020;0;0;8;52
1560;expert;Vishal Vanpariya;2020;1;3;1;52
1561;expert;Christian Lillelund;2020;0;0;15;52
1562;expert;samsatp;2020;0;0;6;52
1563;expert;Gokul Prakash P;2021;0;5;0;52
1564;expert;Sakshi Kumari;2021;0;0;9;52
1565;expert;Hugo R. V. Angulo;2021;0;0;6;52
1566;expert;Nesterenko Marina;2021;0;0;5;52
1567;expert;Unis;2021;0;0;5;52
1568;expert;BlueDragon;2013;0;1;6;51
1569;expert;Gershon Celniker;2015;0;2;4;51
1570;expert;MichaelP;2016;1;1;4;51
1571;expert;Ehsan;2016;0;3;5;51
1572;expert;CoreyLevinson;2018;0;3;11;51
1573;expert;oskird;2018;2;2;1;51
1574;expert;BenFraser;2018;0;2;5;51
1575;expert;Komal Khetlani;2018;0;1;7;51
1576;expert;Advait Kale;2018;0;0;5;51
1577;expert;Yash Choudhary;2018;1;1;5;51
1578;expert;Sanjaya;2019;0;4;3;51
1579;expert;Rakesh Jarupula;2019;0;0;7;51
1580;expert;Claudio Collado;2019;0;1;5;51
1581;expert;Jaswinder Singh;2019;0;3;5;51
1582;expert;Susant_Achary??;2019;0;1;6;51
1583;expert;Abhijeet Bhilare;2020;0;2;11;51
1584;expert;Xie29;2020;0;3;7;51
1585;expert;Curtis Thompson;2020;1;0;6;51
1586;expert;Sahid Velji;2020;1;1;5;51
1587;expert;Cemhan Þenol;2020;0;0;10;51
1588;expert;Kirill Klyukvin;2020;1;0;6;51
1589;expert;Shruti Dandagi;2020;0;2;5;51
1590;expert;Hamza Manssor;2020;0;0;5;51
1591;expert;RAMPRASSATHTC;2020;0;6;0;51
1592;expert;Arun P R;2020;1;0;6;51
1593;expert;Nattarach Larptaweepornsup;2020;0;1;5;51
1594;expert;GubanovDenis;2021;0;0;6;51
1595;expert;Gopal Joshi;2021;0;0;5;51
1596;expert;Anirban Sarkar;2021;0;0;5;51
1597;expert;Marco Gherbezza;2021;0;0;6;51
1598;expert;Sharanya Mukherjee;2021;0;1;4;51
1599;expert;Khushee Kapoor;2021;0;0;5;51
1600;expert;Mohammad Sabeti;2021;0;2;3;51
1601;expert;serdar caglar;2021;0;0;7;51
1602;expert;Wendy Kan;2012;3;3;4;50
1603;expert;LPLenka;2017;0;2;4;50
1604;expert;AbhilashMajumder;2018;0;1;4;50
1605;expert;Zac Dannelly;2018;0;3;5;50
1606;expert;Joe Cooper;2018;0;1;4;50
1607;expert;pranshu;2019;0;4;2;50
1608;expert;podsyp;2019;0;1;11;50
1609;expert;Ravindu Thaveesha;2019;0;0;6;50
1610;expert;Gaurav Chaudhary;2019;1;0;4;50
1611;expert;Slash;2019;0;0;8;50
1612;expert;Habib Gültekin;2020;0;2;8;50
1613;expert;iffy_;2020;0;0;16;50
1614;expert;deoxy;2020;0;3;2;50
1615;expert;Kamyar Azar;2020;0;0;5;50
1616;expert;Jai Ganesh Nagidi;2020;0;3;4;50
1617;expert;Dhiya Ulhaq Rifqi;2020;0;2;4;50
1618;expert;Dhiraj Patel1216;2020;0;1;4;50
1619;expert;HarshGupta57;2020;0;0;6;50
1620;expert;Yaswanth Gali;2021;0;0;6;50
1621;expert;Anshul Mehta;2021;0;0;6;50
1622;expert;Michal Haltuf;2016;2;2;3;49
1623;expert;nlgn;2017;1;5;2;49
1624;expert;Fred Navruzov;2017;3;6;3;49
1625;expert;( ?° ?? ?°);2017;0;2;5;49
1626;expert;Pranav Kasela;2017;0;3;9;49
1627;expert;Robert Kwiatkowski;2017;0;3;8;49
1628;expert;Mustafa Fatakdawala;2018;0;0;10;49
1629;expert;Paul Dnt;2018;1;3;4;49
1630;expert;Vishnu U;2019;0;0;6;49
1631;expert;Houssem;2019;0;0;8;49
1632;expert;Vaishvik;2019;0;4;9;49
1633;expert;Pranav Anand;2019;0;4;2;49
1634;expert;catherine;2019;0;1;6;49
1635;expert;ganchan;2019;0;2;3;49
1636;expert;Abdül MERAL;2020;0;1;10;49
1637;expert;ARYAN GULATI;2020;0;1;4;49
1638;expert;Swagatam Biswas;2020;0;3;3;49
1639;expert;tefuxu;2020;0;1;5;49
1640;expert;Soorya Prakash;2020;0;1;4;49
1641;expert;Virat Kothari;2020;0;0;13;49
1642;expert;DuttaSD28;2020;0;3;6;49
1643;expert;apoooooorv;2020;0;0;6;49
1644;expert;abanob morgan;2021;0;0;6;49
1645;expert;Mahmoud Alaa;2021;0;2;4;49
1646;expert;Arif Eker;2021;0;2;3;49
1647;expert;Rutuja Vaidya;2021;0;1;5;49
1648;expert;Rahul Kapoor;2021;0;2;3;49
1649;expert;Lucas Araújo;2021;0;0;9;49
1650;expert;snowball;2021;0;0;6;49
1651;expert;Ali Mohammed Bakhiet;2021;0;0;7;49
1652;expert;Burak Uzun;2021;0;0;6;49
1653;expert;Gray_Star;2021;0;0;5;49
1654;expert;jejukwon;2021;0;0;5;49
1655;expert;Bert Carremans;2015;1;0;4;48
1656;expert;AR;2015;0;1;13;48
1657;expert;doteeee;2017;0;1;4;48
1658;expert;Wesam Elshamy;2017;2;4;5;48
1659;expert;Sirius;2017;0;0;5;48
1660;expert;averagemn;2018;0;1;11;48
1661;expert;Venkataramanan Krishnan;2018;0;0;12;48
1662;expert;Shaitender Singh;2018;0;1;11;48
1663;expert;Mehmet Sungur;2019;0;1;6;48
1664;expert;Kushal Bhavsar;2019;0;2;12;48
1665;expert;Jan Bre;2019;2;0;3;48
1666;expert;Jie Deng;2019;0;0;6;48
1667;expert;Deep Contractor;2020;0;0;6;48
1668;expert;Arjun Prasad Sarkhel;2020;0;0;7;48
1669;expert;Avnika_Shah;2020;0;4;2;48
